key_candidate_id,source_file_id,version_id,file_name,domain,sheet,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,uniqueness_pct,source_key_candidate,target_system,canonical_key,source_status,confidence,decision_status,required_test,owner_role,evidence_location
KEY-0012,FILE-013,VER-004-001,Выписка_40802810202620002686_01.01.2024–31.12.2024.xlsx,Финансы и денежные потоки,Выписка по счёту,2,Номер документа,номер_документа,document_id,Документ,text,674,96.3,Да,DMS / ERP,document_id,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0013,FILE-013,VER-004-001,Выписка_40802810202620002686_01.01.2024–31.12.2024.xlsx,Финансы и денежные потоки,Выписка по счёту,11,Назначение платежа,назначение_платежа,payment_id; cashflow_article,ДДС; Платёж,text,674,94.1,Да,ERP / BI; Клиент-банк / ERP,payment_id,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0014,FILE-013,VER-004-001,Выписка_40802810202620002686_01.01.2024–31.12.2024.xlsx,Финансы и денежные потоки,Выписка по счёту,13,Тип документа,тип_документа,document_id; legal_entity,Документ; Юридическое лицо,text,674,0.4,Да,DMS / ERP; MDM,document_id,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0015,FILE-014,VER-004-002,Выписка_40802810202620002686_01.01.2025–31.12.2025.xlsx,Финансы и денежные потоки,Выписка по счёту,2,Номер документа,номер_документа,document_id,Документ,text,787,96.7,Да,DMS / ERP,document_id,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0016,FILE-014,VER-004-002,Выписка_40802810202620002686_01.01.2025–31.12.2025.xlsx,Финансы и денежные потоки,Выписка по счёту,11,Назначение платежа,назначение_платежа,payment_id; cashflow_article,ДДС; Платёж,text,787,95.6,Да,ERP / BI; Клиент-банк / ERP,payment_id,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0017,FILE-014,VER-004-002,Выписка_40802810202620002686_01.01.2025–31.12.2025.xlsx,Финансы и денежные потоки,Выписка по счёту,13,Тип документа,тип_документа,document_id; legal_entity,Документ; Юридическое лицо,text,787,0.5,Да,DMS / ERP; MDM,document_id,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0018,FILE-015,VER-004-003,Выписка_40802810202620002686_01.01.2026–23.06.2026.xlsx,Финансы и денежные потоки,Выписка по счёту,2,Номер документа,номер_документа,document_id,Документ,text,254,99.6,Да,DMS / ERP,document_id,Требует подтверждения владельца,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0019,FILE-015,VER-004-003,Выписка_40802810202620002686_01.01.2026–23.06.2026.xlsx,Финансы и денежные потоки,Выписка по счёту,11,Назначение платежа,назначение_платежа,payment_id; cashflow_article,ДДС; Платёж,text,254,96.1,Да,ERP / BI; Клиент-банк / ERP,payment_id,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0020,FILE-015,VER-004-003,Выписка_40802810202620002686_01.01.2026–23.06.2026.xlsx,Финансы и денежные потоки,Выписка по счёту,13,Тип документа,тип_документа,document_id; legal_entity,Документ; Юридическое лицо,text,254,1.2,Да,DMS / ERP; MDM,document_id,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0021,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Sheet1,4,Клиент,клиент,customer,Клиент,text,5548,11.0,Да,CRM,customer,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0022,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Sheet1,6,Описание работы,описание_работы,product_name,SKU,text,5540,100.0,Да,MDM / PLM / ERP,canonical_sku,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Продукт/коммерция,
KEY-0023,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,48я,3,48-07 / 48-08,48_07_48_08,unclassified,Не классифицировано,text,22,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0024,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Ткани,1,Ткань,ткань,material_id,Материал,text,24,95.8,Да,ERP / WMS,material_id,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Закупки/склад,
KEY-0025,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Ткани,3,Артикул,артикул,sku,SKU,text,16,93.8,Да,MDM / PLM / ERP,sku,Требует подтверждения владельца,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Продукт/коммерция,
KEY-0026,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Круиз 26,1,№,o,unclassified,Не классифицировано,number,22,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0027,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Круиз 26,2,ФИО клиента,фио_клиента,customer; employee_name,Клиент; Сотрудник,text,22,4.5,Да,CRM; HRIS / ЗУП,customer,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0028,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Круиз 26,5,ткань,ткань,material_id,Материал,text,22,100.0,Да,ERP / WMS,material_id,Требует подтверждения владельца,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Закупки/склад,
KEY-0029,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Отпуск,1,2026,2026,unclassified,Не классифицировано,text,20,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0030,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Планирование,24,СР,ср,unclassified,Не классифицировано,text,17,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0031,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,Планирование,26,ПТ,пт,unclassified,Не классифицировано,text,12,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0032,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,План сдач,1,2026-06-01 00:00:00 / КЛИЕНТ,2026_06_01_00_00_00_клиент,customer,Клиент,text,130,43.8,Да,CRM,customer,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0033,FILE-016,VER-027-001,Вышивка себестоимость 2024-2026.xlsx,Себестоимость и производство,План сдач,2,№ ЗАКАЗА,o_заказа,unclassified,Не классифицировано,text,163,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0034,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы бизнеса,1,Сумма по полю в евро / Названия строк,сумма_по_полю_в_евро_названия_строк,amount,Финансовая операция,text,37,100.0,Да,ERP / финансовый регистр,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0035,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы бизнеса,3,ИМ,им,unit,Материал,number,23,100.0,Да,ERP / WMS,material_id,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Закупки/склад,
KEY-0036,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы бизнеса,4,Модный дом,модный_дом,unit,Материал,number,30,100.0,Да,ERP / WMS,material_id,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Закупки/склад,
KEY-0037,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы бизнеса,5,Общие,общие,unclassified,Не классифицировано,number,32,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0038,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы бизнеса,6,Площадки,площадки,unclassified,Не классифицировано,number,21,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0039,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы бизнеса,8,Общий итог,общий_итог,unclassified,Не классифицировано,number,36,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0040,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Лист2,5,Столбец1,столбец1,unclassified,Не классифицировано,number,23,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0041,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,1,Сумма по полю в евро / Названия строк,сумма_по_полю_в_евро_названия_строк,amount,Финансовая операция,text,37,100.0,Да,ERP / финансовый регистр,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0042,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,2,Названия столбцов / янв.24,названия_столбцов_янв_24,unclassified,Не классифицировано,number,29,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0043,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,4,фев.24,фев_24,unclassified,Не классифицировано,number,29,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0044,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,5,мар.24,мар_24,unclassified,Не классифицировано,number,27,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0045,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,6,апр.24,апр_24,unclassified,Не классифицировано,number,27,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0046,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,7,2024-05-01 00:00:00,2024_05_01_00_00_00,unclassified,Не классифицировано,number,24,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0047,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,8,2024-06-01 00:00:00,2024_06_01_00_00_00,unclassified,Не классифицировано,number,28,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0048,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,9,2024-07-01 00:00:00,2024_07_01_00_00_00,unclassified,Не классифицировано,number,26,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0049,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,10,2024-08-01 00:00:00,2024_08_01_00_00_00,unclassified,Не классифицировано,number,26,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0050,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,11,01.09.2024,01_09_2024,unclassified,Не классифицировано,number,29,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0051,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,12,01.10.2024,01_10_2024,unclassified,Не классифицировано,number,25,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0052,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,14,2024-12-01 00:00:00,2024_12_01_00_00_00,unclassified,Не классифицировано,number,29,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0053,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная бизнес по статьям,15,Общий итог,общий_итог,unclassified,Не классифицировано,number,36,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0054,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная Биснес по мес,1,Сумма по полю в евро,сумма_по_полю_в_евро,amount,Финансовая операция,text,13,100.0,Да,ERP / финансовый регистр,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0055,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная Биснес по мес,2,ИМ,им,unit,Материал,number,13,100.0,Да,ERP / WMS,material_id,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Закупки/склад,
KEY-0056,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная Биснес по мес,3,Модный дом,модный_дом,unit,Материал,number,13,100.0,Да,ERP / WMS,material_id,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Закупки/склад,
KEY-0057,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная Биснес по мес,4,Общие,общие,unclassified,Не классифицировано,number,13,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0058,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная Биснес по мес,5,Площадки,площадки,unclassified,Не классифицировано,number,13,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0059,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,сводная Биснес по мес,7,Общий итог,общий_итог,unclassified,Не классифицировано,number,13,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0060,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы собст по статьям,1,Сумма по полю в евро / Названия строк,сумма_по_полю_в_евро_названия_строк,amount,Финансовая операция,text,12,100.0,Да,ERP / финансовый регистр,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0061,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Расходы собст по статьям,15,Общий итог,общий_итог,unclassified,Не классифицировано,number,11,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0062,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,data B,4,Коллекция,коллекция,collection_id,Коллекция,text,9,22.2,Да,PLM,collection_id,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",Продукт,
KEY-0063,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Справочники,3,Коллекция ВРУЧНУЮ,коллекция_вручную,collection_id,Коллекция,text,3,100.0,Да,PLM,collection_id,Требует подтверждения владельца,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",Продукт,
KEY-0064,FILE-017,VER-007-001,ДДС 2024.xlsx,Финансы и денежные потоки,Справочники,4,Статья расхода,статья_расхода,cashflow_article,ДДС,text,41,100.0,Да,ERP / BI,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0065,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,data B,4,Коллекция,коллекция,collection_id,Коллекция,text,252,4.8,Да,PLM,collection_id,Требует подтверждения владельца,Низкая,Quarantine — not unique enough,"Null rate, duplicate rate, cross-period stability, owner sign-off",Продукт,
KEY-0066,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,data B,6,комментарии,комментарии,comment,Комментарий,text,2370,100.0,Да,В контексте первичного регистра,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0067,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,data B,12,в евро,в_евро,unclassified,Не классифицировано,number,2475,98.8,Да,Уточнить,,Технический кандидат,Средняя,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0068,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,D-по статьям,1,Сумма по полю в евро / Названия строк,сумма_по_полю_в_евро_названия_строк,amount,Финансовая операция,text,13,100.0,Да,ERP / финансовый регистр,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0069,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,D-по статьям,11,2025-10-01 00:00:00,2025_10_01_00_00_00,unclassified,Не классифицировано,number,10,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0070,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,D-по статьям,14,Общий итог,общий_итог,unclassified,Не классифицировано,number,13,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0071,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,D - сводная,1,месяц / Названия строк,месяц_названия_строк,unclassified,Не классифицировано,text,34,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0072,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-по мероприятиям,1,Сумма по полю в евро / Названия строк,сумма_по_полю_в_евро_названия_строк,amount,Финансовая операция,text,14,100.0,Да,ERP / финансовый регистр,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0073,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-по мероприятиям,15,Общий итог,общий_итог,unclassified,Не классифицировано,number,14,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0074,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,1,2025 год / Статьи затрат,2025_год_статьи_затрат,unclassified,Не классифицировано,text,39,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0075,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,2,Месяц / январь,месяц_январь,unclassified,Не классифицировано,number,28,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0076,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,3,февраль,февраль,unclassified,Не классифицировано,number,32,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0077,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,4,март,март,unclassified,Не классифицировано,number,31,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0078,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,5,апрель,апрель,unclassified,Не классифицировано,number,33,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0079,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,6,май,май,unclassified,Не классифицировано,number,29,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0080,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,7,июнь,июнь,unclassified,Не классифицировано,number,27,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0081,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,8,июль,июль,unclassified,Не классифицировано,number,32,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0082,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,9,август,август,unclassified,Не классифицировано,number,27,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
KEY-0083,FILE-018,VER-007-002,ДДС 2025.xlsx,Финансы и денежные потоки,B-сводная по статьям,10,сентябрь,сентябрь,unclassified,Не классифицировано,number,29,100.0,Да,Уточнить,,Технический кандидат,Высокая,Candidate — needs owner approval,"Null rate, duplicate rate, cross-period stability, owner sign-off",,
